Kernel trace events
Device, Binary, Kernel, Compute Unit, Function, Data Type, Index, Start Time (ms), End Time (ms), Value
xilinx_u200_xdma_201830_2-0,conv.hw_emu,Conv_sysarr,Conv_sysarr_1,top,top,0,0.038636,0.105026,0
xilinx_u200_xdma_201830_2-0,conv.hw_emu,Conv_sysarr,Conv_sysarr_1,grp_dataflow_parent_loop_proc38_fu_1489,outstanding,0,0.000000,0.041147,0
xilinx_u200_xdma_201830_2-0,conv.hw_emu,Conv_sysarr,Conv_sysarr_1,grp_dataflow_parent_loop_proc38_fu_1489,outstanding,0,0.041147,0.105026,1
xilinx_u200_xdma_201830_2-0,conv.hw_emu,Conv_sysarr,Conv_sysarr_1,grp_dataflow_parent_loop_proc38_fu_1489,outstanding,0,0.105026,0.105026,0
xilinx_u200_xdma_201830_2-0,conv.hw_emu,Conv_sysarr,Conv_sysarr_1,grp_dataflow_parent_loop_proc38_fu_1489,row,0,0.000000,0.041147,65535
xilinx_u200_xdma_201830_2-0,conv.hw_emu,Conv_sysarr,Conv_sysarr_1,grp_dataflow_parent_loop_proc38_fu_1489,row,0,0.041147,0.105026,0
xilinx_u200_xdma_201830_2-0,conv.hw_emu,Conv_sysarr,Conv_sysarr_1,grp_dataflow_parent_loop_proc38_fu_1489,row,0,0.105026,0.105026,65535
xilinx_u200_xdma_201830_2-0,conv.hw_emu,Conv_sysarr,Conv_sysarr_1,grp_dataflow_parent_loop_proc38_fu_1489/dataflow_parent_loop_proc36_U0,outstanding,0,0.000000,0.041147,0
xilinx_u200_xdma_201830_2-0,conv.hw_emu,Conv_sysarr,Conv_sysarr_1,grp_dataflow_parent_loop_proc38_fu_1489/dataflow_parent_loop_proc36_U0,outstanding,0,0.041147,0.105026,1
xilinx_u200_xdma_201830_2-0,conv.hw_emu,Conv_sysarr,Conv_sysarr_1,grp_dataflow_parent_loop_proc38_fu_1489/dataflow_parent_loop_proc36_U0,outstanding,0,0.105026,0.105026,0
xilinx_u200_xdma_201830_2-0,conv.hw_emu,Conv_sysarr,Conv_sysarr_1,grp_dataflow_parent_loop_proc38_fu_1489/dataflow_parent_loop_proc36_U0,row,0,0.000000,0.041147,65535
xilinx_u200_xdma_201830_2-0,conv.hw_emu,Conv_sysarr,Conv_sysarr_1,grp_dataflow_parent_loop_proc38_fu_1489/dataflow_parent_loop_proc36_U0,row,0,0.041147,0.105026,0
xilinx_u200_xdma_201830_2-0,conv.hw_emu,Conv_sysarr,Conv_sysarr_1,grp_dataflow_parent_loop_proc38_fu_1489/dataflow_parent_loop_proc36_U0,row,0,0.105026,0.105026,65535
xilinx_u200_xdma_201830_2-0,conv.hw_emu,Conv_sysarr,Conv_sysarr_1,grp_dataflow_parent_loop_proc38_fu_1489/dataflow_parent_loop_proc36_U0/dataflow_parent_loop_proc35_U0,outstanding,0,0.000000,0.041147,0
xilinx_u200_xdma_201830_2-0,conv.hw_emu,Conv_sysarr,Conv_sysarr_1,grp_dataflow_parent_loop_proc38_fu_1489/dataflow_parent_loop_proc36_U0/dataflow_parent_loop_proc35_U0,outstanding,0,0.041147,0.041150,1
